year,round,race_name,driver,stop_number,lap,duration,stop
2023,16,,hulkenberg,,8,23.520,1.0
2023,16,,tsunoda,,9,22.944,1.0
2023,16,,lawson,,10,23.136,1.0
2023,16,,zhou,,10,24.091,2.0
2023,16,,bottas,,6,53.512,2.0
2023,17,,russell,,1,39.686,1.0
2023,17,,perez,,17,27.808,1.0
2023,17,,zhou,,18,28.984,1.0
2023,17,,bottas,,21,29.387,2.0
2023,17,,stroll,,21,28.156,2.0
2023,17,,kevin_magnussen,,21,28.948,2.0
2023,17,,lawson,,21,28.665,2.0
2023,17,,tsunoda,,22,27.596,2.0
2023,17,,piastri,,25,27.868,2.0
2023,17,,leclerc,,25,27.873,2.0
2023,17,,ocon,,25,28.969,2.0
2023,17,,alonso,,26,28.432,2.0
2023,17,,gasly,,26,30.192,2.0
2023,17,,sargeant,,26,29.373,2.0
2023,17,,norris,,27,27.611,2.0
2023,17,,hulkenberg,,27,28.274,2.0
2023,17,,perez,,31,33.246,2.0
2023,17,,bottas,,3,29.977,1.0
2023,17,,kevin_magnussen,,3,28.743,1.0
2023,17,,stroll,,3,28.886,1.0
2023,17,,lawson,,3,29.330,1.0
2023,17,,tsunoda,,9,27.781,1.0
2023,17,,ocon,,10,28.961,1.0
2023,17,,alonso,,11,28.373,1.0
2023,17,,gasly,,11,28.429,1.0
2023,17,,piastri,,12,28.875,1.0
2023,17,,leclerc,,12,28.228,1.0
2023,17,,norris,,13,28.134,1.0
2023,17,,hulkenberg,,13,39.879,1.0
2023,17,,sargeant,,13,29.436,1.0
2023,17,,russell,,14,28.542,2.0
2023,17,,max_verstappen,,17,28.233,1.0
2023,17,,albon,,18,29.253,1.0
2023,17,,alonso,,44,28.393,3.0
2023,17,,russell,,32,28.314,3.0
2023,17,,max_verstappen,,34,28.103,2.0
2023,17,,zhou,,35,28.854,2.0
2023,17,,bottas,,39,28.946,3.0
2023,17,,stroll,,39,29.399,3.0
2023,17,,kevin_magnussen,,39,30.331,3.0
2023,17,,lawson,,39,28.171,3.0
2023,17,,hulkenberg,,39,28.591,3.0
2023,17,,tsunoda,,40,27.809,3.0
2023,17,,piastri,,43,27.489,3.0
2023,17,,gasly,,44,34.856,3.0
2023,17,,zhou,,52,28.815,3.0
2023,17,,albon,,44,28.981,3.0
2023,17,,max_verstappen,,51,29.726,3.0
2023,17,,russell,,50,28.191,4.0
2023,17,,albon,,31,28.747,2.0
2023,17,,perez,,43,33.165,3.0
2023,17,,norris,,44,27.677,3.0
2023,17,,leclerc,,43,27.513,3.0
2023,17,,ocon,,43,29.169,3.0
2023,18,,zhou,,9,25.636,1.0
2023,18,,norris,,17,24.155,1.0
2023,18,,perez,,17,24.245,1.0
2023,18,,sainz,,17,23.668,1.0
2023,18,,tsunoda,,17,24.354,1.0
2023,18,,gasly,,18,23.900,1.0
2023,18,,max_verstappen,,16,23.756,1.0
2023,18,,sargeant,,11,24.990,1.0
2023,18,,kevin_magnussen,,10,25.067,1.0
2023,18,,bottas,,10,24.783,1.0
2023,18,,hulkenberg,,34,24.308,2.0
2023,18,,tsunoda,,34,24.125,2.0
2023,18,,norris,,34,23.361,2.0
2023,18,,sargeant,,32,25.547,2.0
2023,18,,kevin_magnussen,,29,24.745,2.0
2023,18,,albon,,29,24.354,2.0
2023,18,,bottas,,28,25.020,2.0
2023,18,,zhou,,27,24.717,2.0
2023,18,,leclerc,,23,23.963,1.0
2023,18,,ricciardo,,22,24.364,1.0
2023,18,,russell,,21,24.357,1.0
2023,18,,stroll,,20,24.457,1.0
2023,18,,hamilton,,20,24.916,1.0
2023,18,,hulkenberg,,19,26.573,1.0
2023,18,,alonso,,19,25.055,1.0
2023,18,,tsunoda,,54,23.472,3.0
2023,18,,sainz,,35,23.673,2.0
2023,18,,ricciardo,,47,26.513,2.0
2023,18,,perez,,37,23.747,2.0
2023,18,,gasly,,37,24.880,2.0
2023,18,,hamilton,,38,24.648,2.0
2023,18,,russell,,39,23.969,2.0
2023,18,,stroll,,40,23.955,2.0
2023,18,,alonso,,42,24.823,2.0
2023,18,,albon,,10,24.563,1.0
2023,18,,max_verstappen,,35,24.974,2.0
2023,19,Mexico City Grand Prix,hulkenberg,2.0,34,20:19.826,
2023,19,Mexico City Grand Prix,norris,3.0,34,20:26.386,
2023,19,Mexico City Grand Prix,sainz,2.0,34,20:15.432,
2023,19,Mexico City Grand Prix,hamilton,2.0,34,20:12.908,
2023,19,Mexico City Grand Prix,ricciardo,2.0,34,20:17.136,
2023,19,Mexico City Grand Prix,piastri,2.0,34,20:19.064,
2023,19,Mexico City Grand Prix,russell,2.0,34,20:18.200,
2023,19,Mexico City Grand Prix,tsunoda,2.0,34,20:18.057,
2023,19,Mexico City Grand Prix,max_verstappen,2.0,33,22.372,
2023,19,Mexico City Grand Prix,bottas,1.0,31,23.638,
2023,19,Mexico City Grand Prix,max_verstappen,3.0,34,20:09.136,
2023,19,Mexico City Grand Prix,leclerc,2.0,34,20:10.512,
2023,19,Mexico City Grand Prix,albon,1.0,33,23.680,
2023,19,Mexico City Grand Prix,norris,2.0,33,22.563,
2023,19,Mexico City Grand Prix,kevin_magnussen,1.0,23,23.642,
2023,19,Mexico City Grand Prix,hulkenberg,1.0,23,23.144,
2023,19,Mexico City Grand Prix,sargeant,1.0,22,23.945,
2023,19,Mexico City Grand Prix,zhou,1.0,21,22.817,
2023,19,Mexico City Grand Prix,max_verstappen,1.0,19,22.427,
2023,19,Mexico City Grand Prix,norris,1.0,11,23.408,
2023,19,Mexico City Grand Prix,tsunoda,1.0,9,30.121,
2023,19,Mexico City Grand Prix,leclerc,1.0,31,22.248,
2023,19,Mexico City Grand Prix,stroll,1.0,30,22.582,
2023,19,Mexico City Grand Prix,sainz,1.0,30,22.067,
2023,19,Mexico City Grand Prix,alonso,1.0,29,22.844,
2023,19,Mexico City Grand Prix,gasly,1.0,28,22.627,
2023,19,Mexico City Grand Prix,ricciardo,1.0,27,22.406,
2023,19,Mexico City Grand Prix,russell,1.0,26,22.311,
2023,19,Mexico City Grand Prix,piastri,1.0,25,23.734,
2023,19,Mexico City Grand Prix,hamilton,1.0,24,22.210,
2023,20,,perez,,1,20.811,1.0
2023,20,,max_verstappen,,1,18.535,1.0
2023,20,,norris,,1,19.386,1.0
2023,20,,hamilton,,1,18.521,1.0
2023,20,,stroll,,1,18.504,1.0
2023,20,,russell,,1,20.449,1.0
2023,20,,alonso,,1,18.487,1.0
2023,20,,russell,,2,23:30.984,2.0
2023,20,,stroll,,52,25.294,4.0
2023,20,,ocon,,51,23.599,5.0
2023,20,,sainz,,51,23.704,4.0
2023,20,,piastri,,52,23.338,4.0
2023,20,,ricciardo,,55,23.508,4.0
2023,20,,alonso,,47,23.830,4.0
2023,20,,gasly,,46,23.583,4.0
2023,20,,hamilton,,46,24.074,4.0
2023,20,,tsunoda,,55,23.453,4.0
2023,20,,max_verstappen,,56,23.397,4.0
2023,20,,hulkenberg,,46,23.841,4.0
2023,20,,stroll,,22,23.558,3.0
2023,20,,hulkenberg,,21,24.401,3.0
2023,20,,perez,,20,23.164,3.0
2023,20,,russell,,19,23.730,3.0
2023,20,,norris,,59,23.664,4.0
2023,20,,stroll,,2,23:29.984,2.0
2023,20,,alonso,,2,23:28.154,2.0
2023,20,,hamilton,,2,23:26.375,2.0
2023,20,,norris,,2,23:24.611,2.0
2023,20,,max_verstappen,,2,23:22.632,2.0
2023,20,,hulkenberg,,1,34.261,1.0
2023,20,,ricciardo,,1,26:16.725,1.0
2023,20,,sargeant,,1,27.472,1.0
2023,20,,zhou,,1,21.256,1.0
2023,20,,bottas,,1,20.732,1.0
2023,20,,gasly,,1,20.523,1.0
2023,20,,tsunoda,,1,20.969,1.0
2023,20,,piastri,,1,26:24.007,1.0
2023,20,,ocon,,1,22.209,1.0
2023,20,,sainz,,1,23.030,1.0
2023,20,,bottas,,18,24.077,3.0
2023,20,,russell,,45,23.962,4.0
2023,20,,sargeant,,44,24.137,4.0
2023,20,,ocon,,31,24.406,4.0
2023,20,,ricciardo,,26,23.955,3.0
2023,20,,norris,,27,23.806,3.0
2023,20,,max_verstappen,,27,22.994,3.0
2023,20,,tsunoda,,26,27.114,3.0
2023,20,,gasly,,26,25.295,3.0
2023,20,,sainz,,26,23.557,3.0
2023,20,,piastri,,24,23.536,3.0
2023,20,,alonso,,25,24.204,3.0
2023,20,,tsunoda,,2,23:35.420,2.0
2023,20,,ocon,,2,23:34.725,2.0
2023,20,,sainz,,2,23:33.704,2.0
2023,20,,perez,,2,23:31.712,2.0
2023,20,,perez,,46,23.522,4.0
2023,20,,hamilton,,18,23.571,3.0
2023,20,,sargeant,,17,24.367,3.0
2023,20,,zhou,,15,23.953,3.0
2023,20,,ocon,,14,24.037,3.0
2023,20,,ricciardo,,2,32.770,2.0
2023,20,,piastri,,2,38.489,2.0
2023,20,,hulkenberg,,2,23:41.069,2.0
2023,20,,sargeant,,2,23:41.207,2.0
2023,20,,zhou,,2,23:39.945,2.0
2023,20,,bottas,,2,23:38.156,2.0
2023,20,,gasly,,2,23:36.706,2.0
2023,21,,bottas,,24,21.575,2.0
2023,21,,stroll,,3,22.222,1.0
2023,21,,perez,,1,33.599,1.0
2023,21,,bottas,,1,43.914,1.0
2023,21,,alonso,,1,29.304,1.0
2023,21,,zhou,,26,22.155,1.0
2023,21,,alonso,,26,23.214,2.0
2023,21,,sainz,,26,22.630,2.0
2023,21,,russell,,26,21.952,2.0
2023,21,,piastri,,43,20.535,2.0
2023,21,,hamilton,,26,22.508,2.0
2023,21,,stroll,,26,22.570,2.0
2023,21,,perez,,26,21.568,2.0
2023,21,,hulkenberg,,26,25.453,2.0
2023,21,,max_verstappen,,26,21.323,2.0
2023,21,,russell,,15,21.257,1.0
2023,21,,kevin_magnussen,,14,21.611,1.0
2023,21,,hulkenberg,,12,22.154,1.0
2023,21,,tsunoda,,10,20.619,1.0
2023,21,,sainz,,3,21.261,1.0
2023,21,,kevin_magnussen,,26,21.868,2.0
2023,21,,tsunoda,,21,20.894,2.0
2023,21,,leclerc,,21,22.559,1.0
2023,21,,ocon,,20,21.763,1.0
2023,21,,ricciardo,,17,22.242,1.0
2023,21,,hamilton,,17,25.047,1.0
2023,21,,gasly,,17,22.262,1.0
2023,21,,piastri,,16,23.269,1.0
2023,21,,albon,,16,21.242,1.0
2023,21,,max_verstappen,,16,26.686,1.0
2023,21,,sargeant,,15,21.367,1.0
2023,22,,leclerc,,35,21.246,2.0
2023,22,,russell,,34,22.084,2.0
2023,22,,hulkenberg,,33,22.081,2.0
2023,22,,norris,,33,21.432,2.0
2023,22,,gasly,,32,23.478,2.0
2023,22,,ricciardo,,31,21.740,2.0
2023,22,,sainz,,56,21.564,2.0
2023,22,,albon,,43,21.919,2.0
2023,22,,max_verstappen,,43,21.275,2.0
2023,22,,stroll,,42,21.667,2.0
2023,22,,perez,,42,21.274,2.0
2023,22,,sargeant,,41,21.880,2.0
2023,22,,zhou,,37,22.345,2.0
2023,22,,alonso,,36,21.841,2.0
2023,22,,piastri,,36,21.156,2.0
2023,22,,hamilton,,35,22.045,2.0
2023,22,,bottas,,29,22.665,1.0
2023,22,,ricciardo,,7,21.692,1.0
2023,22,,kevin_magnussen,,5,22.764,1.0
2023,22,,hulkenberg,,13,21.861,1.0
2023,22,,alonso,,12,22.462,1.0
2023,22,,piastri,,13,21.697,1.0
2023,22,,zhou,,13,22.867,1.0
2023,22,,norris,,14,24.061,1.0
2023,22,,russell,,14,21.650,1.0
2023,22,,hamilton,,15,22.195,1.0
2023,22,,sargeant,,15,22.124,1.0
2023,22,,ocon,,15,22.160,1.0
2023,22,,max_verstappen,,16,21.662,1.0
2023,22,,albon,,16,22.170,1.0
2023,22,,tsunoda,,22,21.486,1.0
2023,22,,leclerc,,17,21.919,1.0
2023,22,,perez,,17,21.446,1.0
2023,22,,gasly,,17,23.091,1.0
2023,22,,kevin_magnussen,,22,22.163,2.0
2023,22,,stroll,,22,21.866,1.0
2023,22,,sainz,,23,21.229,1.0
